epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,6529.71,1.1972,0.95397,1.41767,0.94905,0.96429,0.95904,0.60232,1.3982,0.76756,1.55459,0.000198206,0.000198206,0.000198206
180,6566.23,1.24116,1.01911,1.42982,0.96078,0.95119,0.95903,0.61621,1.37449,0.75744,1.53189,0.000189955,0.000189955,0.000189955
181,6602.64,1.21133,0.97874,1.41348,1,0.9534,0.9609,0.61262,1.36983,0.72834,1.53551,0.000181703,0.000181703,0.000181703
182,6638.96,1.21148,0.99241,1.41764,1,0.91491,0.96013,0.60033,1.39198,0.7316,1.57907,0.000173451,0.000173451,0.000173451
183,6675.23,1.20208,0.93589,1.40126,0.88792,0.95468,0.95405,0.58911,1.43443,0.74635,1.62719,0.0001652,0.0001652,0.0001652
184,6711.58,1.18597,0.95298,1.38774,0.93316,0.93993,0.9575,0.60749,1.44747,0.73656,1.64193,0.000156948,0.000156948,0.000156948
185,6747.74,1.24508,0.96496,1.44073,0.91069,0.96286,0.95661,0.60165,1.44023,0.72464,1.64925,0.000148696,0.000148696,0.000148696
186,6784.19,1.19858,0.94356,1.35386,0.95429,0.95679,0.95908,0.59508,1.43355,0.70443,1.64821,0.000140445,0.000140445,0.000140445
187,6820.65,1.22743,0.97487,1.41359,0.94252,0.96429,0.95903,0.589,1.44038,0.69831,1.65201,0.000132193,0.000132193,0.000132193
188,6859.06,1.1888,0.94523,1.4065,0.95889,0.9381,0.96054,0.59374,1.42754,0.70592,1.61923,0.000123941,0.000123941,0.000123941
189,6895.97,1.19985,0.92627,1.42628,0.99363,0.95858,0.96226,0.60307,1.41588,0.71242,1.59886,0.00011569,0.00011569,0.00011569
190,6932.59,1.16827,0.90552,1.3385,0.99965,0.96293,0.96206,0.60972,1.3976,0.71893,1.57664,0.000107438,0.000107438,0.000107438
191,6968.93,1.07153,0.96069,1.34096,0.98679,0.95602,0.9609,0.61256,1.39743,0.7267,1.57925,9.91865e-05,9.91865e-05,9.91865e-05
192,7006.19,1.08767,0.88168,1.33174,0.97462,0.94281,0.96097,0.60414,1.42264,0.72481,1.59852,9.09349e-05,9.09349e-05,9.09349e-05
193,7042.12,1.08542,0.87647,1.33992,0.93365,0.95278,0.96111,0.59858,1.43358,0.76597,1.61296,8.26832e-05,8.26832e-05,8.26832e-05
194,7077.73,1.08029,0.87132,1.33132,0.93059,0.94929,0.96116,0.60497,1.42612,0.77183,1.60847,7.44316e-05,7.44316e-05,7.44316e-05
195,7113.74,1.0847,0.85836,1.34754,0.93735,0.92857,0.95676,0.60486,1.41714,0.75473,1.60981,6.61799e-05,6.61799e-05,6.61799e-05
196,7149.64,1.02478,0.79086,1.32344,0.94618,0.94921,0.96092,0.61245,1.41173,0.71939,1.62821,5.79283e-05,5.79283e-05,5.79283e-05
197,7185.64,1.04232,0.76289,1.30929,0.95389,0.95505,0.9608,0.61176,1.39646,0.71736,1.61594,4.96766e-05,4.96766e-05,4.96766e-05
198,7221.19,1.01,0.78455,1.2877,0.94962,0.96429,0.96072,0.60677,1.39493,0.72233,1.61542,4.1425e-05,4.1425e-05,4.1425e-05
199,7256.78,1.05376,0.80846,1.33586,0.95962,0.96429,0.9607,0.59949,1.40291,0.72855,1.62527,3.31733e-05,3.31733e-05,3.31733e-05
200,7292.46,1.06247,0.80289,1.32234,0.96665,0.96429,0.96068,0.60382,1.40735,0.72991,1.63295,2.49217e-05,2.49217e-05,2.49217e-05
